flight_id,flight_date,airline,flight_number,origin_airport,destination_airport,delay_in_minutes,cancelled,cancel_reason
2535,2015-10-07,DL,748,ATL,DTW,400,1,Security
2536,2015-01-18,EV,4650,IAH,TUS,117,0,
2537,2015-09-07,US,691,ORD,CLT,940,0,
2538,2015-08-23,US,1829,PDX,CLT,654,0,
2539,2015-01-25,UA,663,SFO,HNL,111,0,
2540,2015-03-30,VX,953,SAN,SFO,969,0,
2541,2015-10-23,WN,704,CAK,DCA,991,0,
2542,2015-12-29,WN,150,CMH,STL,472,1,Airline/Carrier
2543,2015-02-04,WN,139,GRR,STL,905,0,
2544,2015-09-21,WN,712,IND,DCA,464,1,Airline/Carrier
2545,2015-12-15,WN,413,IND,MCO,860,0,
2546,2015-09-15,WN,1707,JAX,DEN,148,0,
2547,2015-05-22,WN,987,LAX,LAS,890,0,
2548,2015-02-11,WN,1754,MCO,ATL,62,0,
2549,2015-08-31,WN,1900,MDW,FLL,863,0,
2550,2015-02-28,WN,920,SFO,LAX,197,0,
2551,2015-06-18,WN,205,SJC,LAS,200,0,
2552,2015-03-12,WN,2189,SMF,SEA,151,0,
2553,2015-04-28,WN,568,SNA,DEN,578,0,
2554,2015-04-30,WN,3684,TPA,BNA,194,0,
2555,2015-12-13,UA,1135,BOS,ORD,729,0,
2556,2015-06-25,UA,1491,SAT,DEN,335,1,Airline/Carrier
2557,2015-06-27,AA,248,SEA,DFW,160,0,
2558,2015-01-12,AA,1356,AUS,DFW,42,0,
2559,2015-06-01,AA,1623,LAS,DFW,807,0,
2560,2015-10-13,AS,111,SEA,ANC,942,0,
2561,2015-08-31,AS,330,SEA,SJC,73,0,
2562,2015-06-26,AS,861,SEA,OGG,872,0,
2563,2015-03-13,B6,28,MCO,EWR,511,1,Airline/Carrier
2564,2015-03-18,B6,1286,PIT,BOS,897,0,
2565,2015-05-27,DL,1295,ATL,PIT,357,0,
2566,2015-07-24,AA,1453,DFW,PDX,894,0,
2567,2015-03-13,DL,2011,ATL,CVG,292,1,Weather
2568,2015-08-24,DL,2421,MSP,JAC,766,0,
2569,2015-01-19,DL,201,ATL,IAD,289,0,
2570,2015-05-29,DL,1608,DEN,MSP,143,1,Security
2571,2015-09-18,DL,1656,MSP,OMA,907,1,Weather
2572,2015-06-12,DL,1796,MSP,LGA,340,0,
2573,2015-10-28,DL,1885,LGA,MCO,86,0,
2574,2015-09-09,EV,2515,DFW,SJT,232,0,
2575,2015-03-17,EV,4606,ELP,IAH,110,0,
2576,2015-11-05,EV,5143,ATL,ROA,61,0,
2577,2015-06-21,HA,145,OGG,HNL,592,0,
2578,2015-04-20,MQ,3096,LAX,ASE,108,0,
2579,2015-08-11,MQ,3296,DFW,LRD,766,0,
2580,2015-02-24,EV,4342,TYS,IAH,189,1,Weather
2581,2015-09-29,NK,761,ORD,MSP,44,0,
2582,2015-08-09,OO,4520,MSP,CVG,891,0,
2583,2015-07-10,OO,5415,LAX,MRY,552,0,
2584,2015-12-12,DL,972,MSP,LAX,698,0,
2585,2015-07-16,DL,1074,BDL,DTW,232,1,Security
2586,2015-04-23,EV,4277,IAH,LFT,12,0,
2587,2015-02-16,EV,4496,JAN,IAH,13,0,
2588,2015-05-12,EV,5541,ATL,AGS,298,1,Weather
2589,2015-01-13,EV,5919,CLT,ORD,308,0,
2590,2015-05-26,NK,176,LAS,MSP,145,0,
2591,2015-12-22,OO,5166,SGF,DEN,601,0,
2592,2015-03-14,UA,1538,IAH,MCO,616,1,Airline/Carrier
2593,2015-03-29,EV,4392,IAH,COS,922,1,Security
2594,2015-07-18,EV,4505,IAH,ABQ,621,0,
2595,2015-11-06,EV,4236,IAH,ELP,320,0,
2596,2015-01-21,OO,5447,ORD,MKE,362,0,
2597,2015-08-17,EV,5234,ATL,MGM,272,0,
2598,2015-08-05,F9,908,RDU,TTN,471,0,
2599,2015-09-22,NK,300,MYR,LGA,347,0,
2600,2015-07-27,B6,151,BOS,MCO,332,0,
2601,2015-04-10,EV,4305,SHV,DEN,819,0,
2602,2015-09-21,OO,6475,SLC,DEN,906,0,
2603,2015-06-28,OO,6450,LAX,RNO,178,0,
2604,2015-09-19,UA,15,EWR,HNL,353,0,
2605,2015-01-23,UA,217,IAD,SFO,192,0,
2606,2015-03-03,UA,424,TPA,IAD,784,0,
2607,2015-07-23,OO,5626,ORD,IND,628,0,
2608,2015-02-08,VX,935,LAX,SFO,958,0,
2609,2015-07-04,WN,997,ATL,RSW,122,0,
2610,2015-10-21,WN,377,DAL,LAX,801,0,
2611,2015-08-22,WN,2509,DEN,SFO,906,1,Airline/Carrier
2612,2015-10-18,WN,4468,LAS,BNA,799,0,
2613,2015-01-28,WN,664,LAS,SLC,347,0,
2614,2015-10-04,WN,390,MDW,DTW,560,0,
2615,2015-03-28,WN,3566,MEM,TPA,766,1,Security
2616,2015-02-06,WN,327,MHT,TPA,51,0,
2617,2015-07-26,WN,705,ALB,BWI,575,0,
2618,2015-10-05,WN,606,PIT,DEN,969,0,
2619,2015-05-21,WN,1041,RDU,BWI,855,0,
2620,2015-03-12,WN,2462,SJC,AUS,103,1,Security
2621,2015-09-12,WN,718,HOU,MCO,542,0,
2622,2015-02-23,WN,1169,HOU,OAK,414,0,
2623,2015-03-08,UA,1483,MCO,IAD,307,1,Security
2624,2015-09-19,AA,54,LAS,ORD,857,0,
2625,2015-07-10,AA,2259,ORD,MIA,768,0,
2626,2015-04-14,AA,2222,DFW,PHL,557,1,Weather
2627,2015-06-09,AS,60,KTN,SEA,885,1,Security
2628,2015-03-20,AS,442,SEA,LAX,527,0,
2629,2015-09-28,AS,617,LAS,SEA,676,1,Security
2630,2015-07-25,B6,653,JFK,PBI,739,0,
2631,2015-04-14,DL,488,JFK,SJU,812,0,
2632,2015-02-02,DL,1329,MSP,TPA,847,1,Security
2633,2015-02-09,DL,1367,ATL,ROC,247,1,Security
2634,2015-09-26,DL,1968,LAX,MSP,940,1,Security
2635,2015-03-08,B6,2301,BUF,JFK,3,0,
2636,2015-11-28,DL,16,LAX,JFK,796,1,Security
2637,2015-04-11,DL,1589,ATL,FLL,611,0,
2638,2015-10-02,B6,189,JFK,SAN,576,1,Airline/Carrier
2639,2015-01-29,EV,2563,CRP,DFW,769,0,
2640,2015-11-18,EV,2514,OKC,DFW,894,0,
2641,2015-12-01,EV,4306,IAH,DAL,891,1,Security
2642,2015-04-12,EV,4591,IAH,LRD,963,0,
2643,2015-08-26,EV,5382,MSP,ROC,993,0,
2644,2015-10-15,EV,6095,LIT,DEN,859,0,
2645,2015-04-08,MQ,2824,DFW,AEX,95,0,
2646,2015-07-20,MQ,2831,TUL,DFW,701,0,
2647,2015-03-05,MQ,3031,SGF,DFW,165,0,
2648,2015-08-13,MQ,3320,LAW,DFW,479,0,
2649,2015-04-02,OO,4510,MSP,ISN,593,0,
2650,2015-07-05,OO,4749,MSP,CLE,240,0,
2651,2015-04-29,OO,5186,SAN,SFO,413,0,
2652,2015-12-28,OO,5427,SFO,SMF,993,0,
2653,2015-05-02,OO,6512,LAX,COS,404,0,
2654,2015-08-18,UA,1185,ORD,IAH,192,0,
2655,2015-01-09,EV,4293,MOB,IAH,652,0,
2656,2015-03-07,UA,264,SFO,PHX,499,0,
2657,2015-04-02,B6,280,LGB,LAS,532,1,Security
2658,2015-04-10,DL,2639,MKE,DTW,874,0,
2659,2015-04-01,B6,2602,JFK,BUF,968,0,
2660,2015-08-21,B6,1634,JFK,BTV,817,0,
2661,2015-10-02,EV,3264,BTR,IAH,356,0,
2662,2015-09-17,EV,4109,GPT,IAH,641,0,
2663,2015-08-18,EV,5664,MFE,IAH,564,0,
2664,2015-05-20,DL,1856,ATL,MLB,239,0,
2665,2015-11-20,UA,204,IAH,SAT,651,1,Security
2666,2015-04-12,US,1941,CLT,ORF,81,0,
2667,2015-01-19,UA,1702,DFW,DEN,583,1,Security
2668,2015-09-26,B6,229,JFK,RSW,637,0,
2669,2015-10-09,B6,365,SMF,LGB,361,1,Weather
2670,2015-08-03,B6,483,JFK,MCO,187,0,
2671,2015-05-27,OO,4583,MSN,MSP,864,1,Security
2672,2015-09-06,US,751,DEN,PHL,323,0,
2673,2015-04-24,US,776,SFO,PHX,289,0,
2674,2015-12-28,US,1806,LAX,CLT,977,0,
2675,2015-10-07,US,2047,CLT,MSY,900,0,
2676,2015-03-05,VX,500,FLL,JFK,812,0,
2677,2015-05-04,WN,713,BUR,OAK,871,0,
2678,2015-11-11,WN,596,DEN,MDW,504,0,
2679,2015-10-06,WN,1902,DEN,PHX,826,0,
2680,2015-04-24,WN,207,FLL,TPA,975,0,
2681,2015-06-11,WN,676,LAS,GEG,275,0,
2682,2015-09-18,WN,653,LAS,SFO,913,1,Airline/Carrier
2683,2015-08-15,WN,1141,MDW,DEN,2,0,
2684,2015-07-09,WN,882,AMA,DAL,776,0,
2685,2015-09-01,WN,4198,RSW,MKE,835,0,
2686,2015-12-17,WN,496,SEA,LAS,456,0,
2687,2015-01-29,WN,665,STL,BWI,767,0,
2688,2015-01-16,WN,2314,HOU,SNA,410,0,
2689,2015-04-03,WN,727,PHX,DEN,798,1,Security
2690,2015-11-27,UA,1273,TPA,IAH,127,0,
2691,2015-07-06,UA,1725,SFO,OGG,613,1,Security
2692,2015-02-28,US,501,FLL,PHX,63,0,
2693,2015-10-26,AA,144,DFW,PBI,367,1,Security
2694,2015-12-22,AA,265,LAX,LIH,449,0,
2695,2015-05-03,AA,334,DFW,MFE,208,1,Weather
2696,2015-08-20,AA,1196,MIA,EGE,825,0,
2697,2015-03-02,AA,1266,MIA,RDU,133,0,
2698,2015-12-12,AA,1524,DFW,LAS,156,1,Airline/Carrier
2699,2015-11-18,AA,2316,STX,MIA,612,1,Security
2700,2015-09-10,AS,5,DCA,LAX,977,0,
2701,2015-05-20,DL,730,EWR,DTW,869,0,
2702,2015-02-06,DL,1091,JAX,ATL,6,0,
2703,2015-08-30,DL,1193,DEN,ATL,30,1,Weather
2704,2015-08-22,DL,2115,MSP,ABQ,450,1,Weather
2705,2015-05-21,DL,2163,MSP,PDX,733,0,
2706,2015-03-20,DL,2298,ATL,SRQ,597,1,Security
2707,2015-01-16,DL,2305,MSP,SFO,818,0,
2708,2015-01-09,DL,80,LAX,ATL,293,0,
2709,2015-02-14,DL,1870,ATL,ICT,44,1,Security
2710,2015-11-22,EV,5040,ILM,ATL,562,1,Weather
2711,2015-02-08,EV,5338,ATL,ECP,988,0,
2712,2015-07-14,EV,5589,MOB,ATL,432,0,
2713,2015-07-31,HA,303,HNL,LIH,697,0,
2714,2015-04-22,MQ,2830,DFW,PIA,678,0,
2715,2015-05-01,MQ,2841,DSM,DFW,313,0,
2716,2015-09-03,MQ,3116,CID,ORD,128,0,
2717,2015-01-21,MQ,3190,DFW,MAF,590,0,
2718,2015-10-16,NK,446,LAS,ORD,247,0,
2719,2015-05-23,NK,893,ORD,DFW,864,1,Airline/Carrier
2720,2015-05-13,OO,4674,MSP,TUL,982,0,
2721,2015-05-17,OO,2583,SAN,LAX,110,0,
2722,2015-04-27,OO,2575,LAX,ABQ,156,0,
2723,2015-12-10,OO,5164,IAH,ONT,826,0,
2724,2015-04-11,OO,5182,LAX,ASE,20,1,Airline/Carrier
2725,2015-05-29,EV,4345,IAH,CRP,80,0,
2726,2015-04-04,NK,424,LAX,MSP,516,1,Security
2727,2015-06-22,OO,5643,GRR,DEN,438,1,Security
2728,2015-06-05,UA,710,SFO,DEN,449,1,Airline/Carrier
2729,2015-09-14,NK,816,IAH,MCI,568,0,
2730,2015-06-28,UA,303,EWR,DEN,841,0,
2731,2015-08-12,EV,3273,SDF,DEN,39,0,
2732,2015-10-17,HA,304,LIH,HNL,610,1,Security
2733,2015-08-07,UA,253,IAH,HNL,896,0,
2734,2015-06-26,UA,297,LAX,LIH,319,0,
2735,2015-07-14,US,1772,CLT,DFW,532,0,
2736,2015-08-26,US,1830,CLT,JFK,466,0,
2737,2015-09-06,US,2098,RIC,CLT,526,0,
2738,2015-06-02,UA,507,IAH,RNO,236,0,
2739,2015-08-10,VX,22,SFO,JFK,191,1,Security
2740,2015-12-07,VX,84,SFO,IAD,12,0,
2741,2015-07-15,WN,3742,BWI,TPA,525,0,
2742,2015-07-05,WN,317,DAL,OKC,372,1,Security
2743,2015-06-23,WN,2132,FLL,BWI,284,0,
2744,2015-10-26,WN,2161,JAX,BNA,437,0,
2745,2015-06-26,WN,589,LAS,AMA,221,0,
2746,2015-05-07,WN,1162,LAS,MCI,904,0,
2747,2015-07-07,WN,123,LAX,MDW,214,0,
2748,2015-12-18,WN,929,LBB,AUS,490,0,
2749,2015-09-15,WN,680,MHT,MDW,673,0,
2750,2015-12-01,WN,275,STL,TPA,690,1,Airline/Carrier
2751,2015-06-30,WN,573,TUL,PHX,474,0,
2752,2015-01-04,UA,1274,CLE,LAX,145,0,
2753,2015-05-12,UA,1519,EWR,STT,185,0,
2754,2015-09-04,UA,1717,IAH,SEA,863,0,
2755,2015-01-12,AA,309,BNA,DFW,43,0,
2756,2015-08-29,AA,295,MIA,LAX,172,0,
2757,2015-10-19,AA,224,LAX,LAS,160,1,Security
2758,2015-07-10,AA,1018,MIA,PHX,258,0,
2759,2015-09-12,AA,1415,DFW,PIT,887,0,
2760,2015-06-12,AS,12,SEA,BOS,240,0,
2761,2015-06-06,AS,311,SFO,SEA,404,0,
2762,2015-07-02,AS,365,OAK,SEA,257,0,
2763,2015-11-26,B6,586,JFK,ROC,98,1,Airline/Carrier
2764,2015-05-01,DL,1350,ATL,RSW,945,0,
2765,2015-03-25,AA,1437,MIA,DFW,74,0,
2766,2015-01-07,DL,2438,ATL,DCA,987,1,Security
2767,2015-11-07,DL,1530,LAS,MSP,941,0,
2768,2015-02-14,DL,1552,MSP,RSW,66,0,
2769,2015-06-10,DL,1745,SMF,MSP,422,1,Security
2770,2015-10-26,EV,2532,DFW,BPT,545,1,Security
2771,2015-09-12,EV,4932,RIC,LGA,338,0,
2772,2015-07-01,EV,5049,MSP,SDF,579,0,
2773,2015-06-30,F9,741,DEN,PHX,689,0,
2774,2015-01-16,HA,19,SMF,HNL,902,1,Security
2775,2015-02-19,MQ,2776,DFW,HOU,156,0,
2776,2015-03-09,MQ,2799,DFW,ACT,386,0,
2777,2015-02-17,MQ,3041,DFW,DSM,384,0,
2778,2015-09-18,MQ,2947,LIT,DFW,494,0,
2779,2015-01-10,MQ,2983,DFW,AMA,701,0,
2780,2015-09-27,MQ,3278,BTR,DFW,1,0,
2781,2015-03-11,MQ,3397,MIA,EYW,832,0,
2782,2015-02-08,MQ,3527,MIA,PNS,943,0,
2783,2015-04-01,MQ,3555,CMH,ORD,42,0,
2784,2015-02-18,OO,4650,MSP,DLH,276,0,
2785,2015-01-28,OO,3457,BUR,PDX,756,0,
2786,2015-03-13,OO,4711,MSP,FSD,726,0,
2787,2015-07-19,B6,1141,BDL,PBI,719,0,
2788,2015-05-13,OO,6338,PSP,LAX,955,0,
2789,2015-01-10,UA,195,ORD,MCO,616,0,
2790,2015-06-07,UA,1110,DFW,ORD,300,0,
2791,2015-03-23,OO,6279,TUS,DEN,927,0,
2792,2015-03-25,OO,3463,ONT,PDX,956,0,
2793,2015-04-27,US,1866,CLT,PBI,668,0,
2794,2015-08-14,US,1842,MEM,CLT,390,0,
2795,2015-09-17,US,1869,STL,CLT,343,0,
2796,2015-11-07,US,1905,CLT,MCO,681,0,
2797,2015-07-18,US,1924,RDU,CLT,858,1,Airline/Carrier
2798,2015-07-12,US,1931,CLT,MEM,832,0,
2799,2015-10-04,US,1988,DCA,CLT,332,0,
2800,2015-12-14,VX,231,ORD,LAX,423,0,
2801,2015-07-28,WN,1973,ATL,MSY,726,1,Security
2802,2015-09-25,WN,4292,BWI,FLL,702,0,
2803,2015-09-19,WN,532,BWI,SAN,324,0,
2804,2015-03-11,WN,976,DCA,MSY,636,0,
2805,2015-12-02,WN,614,FLL,PHL,631,0,
2806,2015-08-09,WN,1425,HOU,ATL,965,0,
2807,2015-07-08,WN,999,LAS,ATL,865,0,
2808,2015-11-07,WN,1849,MCO,MDW,458,0,
2809,2015-01-29,WN,1354,MSY,TPA,785,0,
2810,2015-06-10,WN,2018,RNO,LAS,361,0,
2811,2015-01-15,WN,4875,SJC,SNA,216,0,
2812,2015-01-13,WN,869,SMF,SAN,9,0,
2813,2015-03-27,UA,1223,IAH,SJC,695,0,
2814,2015-12-22,AA,262,DFW,RSW,811,1,Security
2815,2015-08-27,AA,1027,BOS,DFW,598,0,
2816,2015-05-08,AA,1131,LGA,DFW,585,0,
2817,2015-01-16,AA,1383,IAH,DFW,955,0,
2818,2015-11-07,AA,1484,DFW,AUS,554,1,Airline/Carrier
2819,2015-07-14,AA,1656,SFO,DFW,614,0,
2820,2015-11-01,AA,1521,MIA,LAS,486,0,
2821,2015-03-01,AA,2419,DFW,LAX,696,0,
2822,2015-12-16,B6,49,BOS,SAV,957,0,
2823,2015-10-14,B6,921,BOS,PBI,520,0,
2824,2015-08-27,B6,1480,FLL,DCA,55,0,
2825,2015-09-15,DL,539,IND,MSP,799,0,
2826,2015-10-26,DL,808,MSP,BOS,993,1,Airline/Carrier
2827,2015-07-19,AA,397,MIA,SJU,195,1,Airline/Carrier
2828,2015-11-04,DL,2340,MSY,MSP,795,0,
2829,2015-09-01,EV,5377,LGA,CLE,733,0,
2830,2015-03-24,EV,5969,TYS,ORD,914,1,Security
2831,2015-12-13,MQ,3636,DFW,MLU,207,0,
2832,2015-02-13,OO,2607,SMF,LAX,752,0,
2833,2015-01-11,OO,4856,SJC,LAX,343,0,
2834,2015-03-15,UA,1584,FLL,EWR,696,0,
2835,2015-03-16,NK,762,ATL,ORD,595,0,
2836,2015-12-14,NK,345,MSP,PHX,313,1,Security
2837,2015-06-04,OO,5485,COS,DEN,947,1,Airline/Carrier
2838,2015-11-05,OO,5251,SAT,IAH,277,0,
2839,2015-08-15,UA,672,IAH,ORD,941,0,
2840,2015-01-11,UA,1041,IAH,SLC,201,0,
2841,2015-01-02,UA,1499,LAX,IAH,734,0,
2842,2015-09-10,EV,4940,CLT,DTW,843,0,
2843,2015-04-12,EV,5234,MGM,ATL,829,0,
2844,2015-01-27,HA,341,ITO,HNL,483,0,
2845,2015-02-04,HA,367,KOA,HNL,578,1,Weather
2846,2015-08-14,HA,132,OGG,ITO,657,1,Security
2847,2015-09-14,OO,5320,PUB,DEN,543,1,Airline/Carrier
2848,2015-10-23,OO,5168,GJT,DEN,227,1,Weather
2849,2015-01-17,NK,470,SAN,LAS,423,0,
2850,2015-10-10,OO,4992,MSN,ORD,478,0,
2851,2015-05-08,US,1978,CLT,IAH,493,0,
2852,2015-05-19,UA,632,ORD,TPA,118,0,
2853,2015-06-08,DL,498,JFK,SLC,909,0,
2854,2015-10-26,DL,1808,RDU,DTW,366,0,
2855,2015-10-13,US,1719,SLC,CLT,742,0,
2856,2015-04-24,US,1943,CLT,SEA,733,0,
2857,2015-03-10,UA,702,MCO,ORD,801,0,
2858,2015-09-28,VX,352,SFO,BOS,861,0,
2859,2015-05-30,WN,1766,AUS,PHX,775,0,
2860,2015-07-03,WN,1129,BHM,TPA,163,1,Airline/Carrier
2861,2015-04-18,WN,1010,BNA,DAL,146,0,
2862,2015-02-13,WN,235,BOS,BWI,754,0,
2863,2015-03-31,WN,398,DAL,PHX,153,0,
2864,2015-10-05,WN,3126,IND,RSW,877,0,
2865,2015-12-12,WN,792,LAS,ONT,750,0,
2866,2015-06-22,WN,931,MDW,HOU,613,0,
2867,2015-02-23,WN,1081,MDW,OKC,875,0,
2868,2015-10-19,WN,1714,ATL,DAL,580,1,Airline/Carrier
2869,2015-06-06,WN,989,SAN,DEN,527,0,
2870,2015-09-28,WN,346,SAN,PDX,506,0,
2871,2015-06-22,WN,330,SAT,LAS,990,0,
2872,2015-12-02,WN,684,HOU,OKC,511,0,
2873,2015-12-19,UA,1222,LAX,HNL,86,0,
2874,2015-01-19,UA,1537,LAX,MCO,940,0,
2875,2015-07-16,US,461,CLT,SFO,651,0,
2876,2015-08-17,US,476,RNO,PHX,469,0,
2877,2015-02-02,AA,169,LAS,LAX,617,0,
2878,2015-08-29,AA,148,CLT,MIA,779,0,
2879,2015-05-15,AA,384,ORD,LGA,867,0,
2880,2015-06-24,AA,1299,MIA,DCA,420,0,
2881,2015-10-01,AA,1509,MIA,BWI,689,0,
2882,2015-12-26,AA,2249,DFW,IAH,409,1,Security
2883,2015-09-11,AA,2216,DFW,SMF,744,1,Airline/Carrier
2884,2015-09-25,AA,2224,ORD,LAS,536,1,Security
2885,2015-07-05,AA,2442,LAX,DFW,727,0,
2886,2015-09-07,AS,644,PDX,PHX,439,0,
2887,2015-10-18,AS,746,SEA,ATL,516,0,
2888,2015-11-08,B6,271,LGA,FLL,130,1,Security
2889,2015-07-10,DL,422,JFK,LAX,928,0,
2890,2015-05-14,DL,928,DEN,LGA,883,0,
2891,2015-11-09,DL,1226,RSW,MSP,907,0,
2892,2015-02-17,AA,1456,DFW,MCO,855,0,
2893,2015-05-10,DL,2271,PBI,ATL,776,0,
2894,2015-07-30,DL,2367,CVG,FLL,725,0,
2895,2015-05-10,DL,2591,MKE,MSP,840,1,Weather
2896,2015-01-12,DL,2605,MSP,SAN,95,0,
2897,2015-08-20,DL,316,MSP,FLL,327,0,
2898,2015-02-28,DL,333,MSP,MIA,843,0,
2899,2015-06-04,DL,1520,CVG,ATL,797,0,
2900,2015-03-01,DL,1635,DEN,DTW,81,1,Airline/Carrier
2901,2015-11-04,DL,1744,DCA,DTW,249,0,
2902,2015-03-23,DL,1818,MCO,ATL,260,0,
2903,2015-03-22,DL,1933,CVG,LAX,244,0,
2904,2015-11-27,B6,199,LGA,MCO,505,0,
2905,2015-07-04,EV,4187,EWR,BNA,16,0,
2906,2015-12-03,F9,1309,CVG,IAD,381,1,Security
2907,2015-08-28,F9,1109,MCO,CLE,258,0,
2908,2015-11-24,MQ,2860,ABI,DFW,942,0,
2909,2015-10-11,MQ,3212,ORD,TYS,609,0,
2910,2015-07-02,MQ,3184,DFW,GRK,280,0,
2911,2015-10-02,MQ,3270,DFW,CHA,10,0,
2912,2015-10-03,MQ,3574,MIA,CMH,14,0,
2913,2015-10-22,OO,7414,RHI,MSP,883,0,
2914,2015-06-06,OO,2634,MKE,ORD,625,0,
2915,2015-04-13,OO,3466,PDX,TUS,559,0,
2916,2015-10-24,OO,4471,SBN,ATL,671,0,
2917,2015-08-19,OO,7379,CDC,SLC,508,0,
2918,2015-01-30,AS,65,KTN,WRG,133,0,
2919,2015-09-23,MQ,3480,MIA,ORF,374,0,
2920,2015-09-25,MQ,3542,MIA,CHS,704,1,Security
2921,2015-07-12,UA,1705,LAX,IAD,33,0,
2922,2015-11-15,DL,1683,SLC,LAS,157,0,
2923,2015-07-10,EV,4891,ATL,MSN,323,0,
2924,2015-06-20,HA,318,HNL,KOA,951,0,
2925,2015-07-26,DL,1767,ATL,FNT,842,0,
2926,2015-06-08,NK,936,RSW,ACY,93,0,
2927,2015-01-25,MQ,3150,MIA,CVG,407,0,
2928,2015-02-09,OO,6399,DSM,DEN,463,0,
2929,2015-06-27,OO,5655,MSP,ORD,430,1,Weather
2930,2015-08-23,US,2013,CLT,RDU,440,0,
2931,2015-05-07,UA,791,BOS,IAD,141,1,Security
2932,2015-12-20,WN,2351,ATL,MDW,612,0,
2933,2015-10-22,WN,4278,CMH,DEN,703,0,
2934,2015-08-13,WN,725,DAL,BNA,239,0,
2935,2015-03-16,WN,2780,EWR,MSY,123,0,
2936,2015-10-25,WN,20,HRL,HOU,25,0,
2937,2015-02-21,WN,320,LAS,IND,655,0,
2938,2015-03-17,WN,2158,LAS,PIT,509,0,
2939,2015-12-18,WN,521,LAS,RDU,481,0,
2940,2015-01-08,WN,701,LAS,SAN,470,0,
2941,2015-07-12,WN,32,MDW,BNA,699,0,
2942,2015-05-10,WN,537,ATL,DEN,443,0,
2943,2015-09-23,WN,267,SAT,PHX,960,1,Weather
2944,2015-07-10,WN,126,OKC,PHX,255,0,
2945,2015-02-26,UA,1239,LAX,SFO,935,0,
2946,2015-07-13,US,413,CLT,ATL,244,1,Weather
2947,2015-01-03,US,445,CLT,DEN,911,0,
2948,2015-03-20,US,529,BOS,CLT,695,0,
2949,2015-09-21,AA,36,SAN,DFW,551,0,
2950,2015-07-29,AA,1179,MIA,IAH,878,0,
2951,2015-11-09,AA,1185,MIA,BOS,262,0,
2952,2015-08-29,AA,1463,ORD,FLL,814,0,
2953,2015-05-21,AS,139,ORD,ANC,918,0,
2954,2015-04-22,AS,835,SJC,KOA,480,0,
2955,2015-03-15,B6,665,BOS,RSW,708,0,
2956,2015-03-03,DL,1316,ATL,DEN,962,0,
2957,2015-03-03,DL,1472,ATL,TPA,62,1,Airline/Carrier
2958,2015-09-14,B6,2379,BOS,EWR,110,0,
2959,2015-08-23,B6,2115,DCA,JAX,606,0,
2960,2015-05-03,HA,47,OAK,HNL,665,0,
2961,2015-10-29,HA,51,JFK,HNL,938,1,Airline/Carrier
2962,2015-12-08,MQ,2828,DFW,CHS,234,0,
2963,2015-07-27,MQ,3375,XNA,DFW,175,0,
2964,2015-05-06,MQ,3458,MLI,ORD,107,0,
2965,2015-08-28,NK,357,ORD,LAS,890,0,
2966,2015-06-19,EV,5797,STL,EWR,148,0,
2967,2015-07-02,UA,751,BOS,EWR,500,0,
2968,2015-04-03,HA,520,HNL,OGG,614,0,
2969,2015-02-26,B6,584,MCO,JFK,320,0,
2970,2015-10-28,DL,1233,ATL,ORF,616,1,Airline/Carrier
2971,2015-04-06,DL,2074,SEA,DTW,590,0,
2972,2015-08-11,F9,770,LAS,DEN,922,0,
2973,2015-05-20,UA,341,MCO,EWR,953,0,
2974,2015-04-17,B6,56,IAD,BOS,345,0,
2975,2015-06-11,EV,5996,BNA,ORD,208,0,
2976,2015-09-22,OO,4770,MSP,DIK,716,1,Airline/Carrier
2977,2015-09-29,OO,5628,SFO,SNA,402,1,Weather
2978,2015-10-20,OO,5658,MTJ,DEN,682,0,
2979,2015-07-19,UA,261,LAS,IAH,824,1,Security
2980,2015-06-29,AA,1391,MIA,MCO,952,0,
2981,2015-07-02,B6,61,BOS,SJU,713,0,
2982,2015-01-21,DL,1990,ATL,SAV,381,0,
2983,2015-10-31,EV,6001,JAX,IAD,294,1,Security
2984,2015-03-28,MQ,3662,MIA,TLH,918,0,
2985,2015-10-30,OO,6200,ORD,BOI,642,0,
2986,2015-09-19,OO,4652,BZN,LAX,833,1,Security
2987,2015-01-28,US,771,PHL,SJU,748,0,
2988,2015-06-07,US,1722,CLT,DCA,315,0,
2989,2015-03-11,US,1734,BNA,CLT,864,0,
2990,2015-03-20,US,1737,MIA,RDU,104,0,
2991,2015-08-31,US,1780,CLT,CLE,814,0,
2992,2015-12-09,US,1856,BOS,PHX,460,0,
2993,2015-03-18,US,1925,CLT,TPA,991,0,
2994,2015-09-07,US,1960,CLT,BWI,987,1,Security
2995,2015-11-30,US,1977,CLT,IND,278,0,
2996,2015-05-09,US,1982,CLT,BOS,228,0,
2997,2015-11-12,US,2051,PHL,MIA,953,0,
2998,2015-02-02,UA,427,IAD,DEN,88,0,
2999,2015-04-27,WN,707,ATL,HOU,913,1,Security
3000,2015-06-19,WN,3837,IND,HOU,864,0,
3001,2015-07-29,WN,2002,LAS,TPA,441,0,
3002,2015-04-27,WN,3661,MDW,DAL,57,1,Security
3003,2015-04-13,WN,1908,PHX,SEA,537,0,
3004,2015-05-07,WN,672,STL,SAT,744,0,
3005,2015-06-30,WN,777,TPA,MSY,840,0,
3006,2015-12-15,WN,660,TPA,STL,516,1,Airline/Carrier
3007,2015-05-23,WN,2352,HOU,LAS,784,0,
3008,2015-09-19,WN,345,OAK,PHX,559,0,
