gender,country,facebook_game,age,browser,total_playing_hours,total_money_spent
Female,Canada,Township,21,Safari,95,6337.41
Male,United States,Candy Crush Saga,24,Internet Explorer,94,6140.01
Male,United States,Township,22,Internet Explorer,88,5672.93
Male,Canada,Zynga Poker,29,Safari,2,2365.09
Male,Canada,Zynga Poker,18,Safari,49,1076.86
Female,United States,Zynga Poker,24,Chrome,90,2042.48
Male,France,Zynga Poker,29,Chrome,56,896.0
Male,United States,Township,23,Chrome,41,816.71
Female,France,Candy Crush Saga,22,Safari,19,887.71
Male,United States,Candy Crush Saga,26,Safari,79,4163.3
Male,France,Candy Crush Saga,23,Safari,85,1305.93
Female,France,Candy Crush Saga,22,Internet Explorer,32,5803.08
Female,Canada,Zynga Poker,27,Safari,75,8059.77
Female,France,Zynga Poker,20,Opera,6,2002.16
Female,United States,Candy Crush Saga,29,Internet Explorer,66,882.86
Male,France,Zynga Poker,19,Chrome,90,8436.49
Female,France,Township,30,Chrome,12,6357.26
Female,Canada,Zynga Poker,24,Safari,49,8350.83
Female,France,Candy Crush Saga,29,Opera,46,5037.33
Female,Canada,Township,28,Internet Explorer,69,3316.39
Female,United States,Zynga Poker,30,Opera,59,9084.55
Female,France,Township,24,Internet Explorer,31,3864.26
Male,Canada,Zynga Poker,20,Chrome,98,6573.62
Female,France,Candy Crush Saga,19,Safari,27,7543.34
Male,France,Township,22,Chrome,14,2263.17
Female,United States,Township,26,Safari,32,2804.23
Male,United States,Candy Crush Saga,19,Internet Explorer,96,4531.66
Female,Canada,Candy Crush Saga,24,Chrome,50,3874.65
Female,France,Candy Crush Saga,26,Opera,44,421.03
Male,United States,Township,20,Opera,2,7567.37
Female,Canada,Zynga Poker,30,Internet Explorer,83,1458.32
Female,United States,Township,28,Safari,74,6708.05
Female,Canada,Township,18,Opera,96,3540.49
Male,France,Township,19,Chrome,68,7725.23
Male,United States,Zynga Poker,25,Opera,16,5684.9
Female,United States,Candy Crush Saga,23,Internet Explorer,49,9971.37
Male,France,Candy Crush Saga,29,Opera,51,4259.68
Female,France,Township,19,Safari,52,8887.59
Male,France,Zynga Poker,19,Opera,77,3771.16
Male,France,Candy Crush Saga,26,Safari,94,2313.32
Female,United States,Township,23,Internet Explorer,73,4641.63
Female,Canada,Township,18,Opera,15,303.81
Male,France,Township,19,Opera,71,3831.63
Female,United States,Township,22,Internet Explorer,22,4537.5
Male,France,Candy Crush Saga,22,Opera,79,3844.98
Female,United States,Zynga Poker,24,Chrome,57,8773.03
Female,Canada,Candy Crush Saga,20,Chrome,57,7218.8
Male,United States,Township,30,Opera,51,361.48
Female,United States,Candy Crush Saga,26,Opera,81,8900.11
Male,France,Township,29,Chrome,64,730.23
Male,France,Township,27,Opera,42,208.22
Male,United States,Township,21,Opera,15,3786.41
Female,Canada,Candy Crush Saga,22,Safari,16,456.22
Male,France,Candy Crush Saga,30,Chrome,81,9834.53
Female,France,Township,18,Internet Explorer,63,5265.69
Female,France,Township,18,Chrome,77,7003.26
Female,France,Candy Crush Saga,26,Chrome,56,6495.04
Female,Canada,Zynga Poker,25,Internet Explorer,95,7944.71
Male,Canada,Zynga Poker,21,Internet Explorer,79,9369.21
Male,Canada,Candy Crush Saga,18,Safari,55,8629.34
Male,United States,Township,19,Chrome,63,6945.68
Female,France,Candy Crush Saga,30,Opera,38,956.56
Male,United States,Candy Crush Saga,24,Chrome,28,4220.5
Male,Canada,Township,23,Chrome,89,1606.77
Male,Canada,Zynga Poker,27,Chrome,51,1824.49
Male,France,Zynga Poker,18,Internet Explorer,20,9385.15
Female,Canada,Zynga Poker,24,Opera,54,2589.64
Male,United States,Zynga Poker,22,Opera,55,4591.2
Male,United States,Zynga Poker,29,Internet Explorer,4,6065.06
Female,United States,Candy Crush Saga,24,Internet Explorer,68,2601.61
Female,Canada,Zynga Poker,20,Chrome,93,2940.46
Female,United States,Candy Crush Saga,24,Opera,27,1484.0
Male,Canada,Zynga Poker,19,Chrome,64,8842.36
Female,United States,Township,22,Chrome,14,3816.27
Female,United States,Zynga Poker,19,Internet Explorer,51,7511.4
Female,United States,Zynga Poker,26,Safari,54,4845.08
Female,France,Township,26,Safari,12,4724.42
Male,France,Township,23,Opera,9,9768.09
Male,United States,Township,27,Internet Explorer,94,561.0
Male,France,Township,24,Internet Explorer,94,670.02
Female,France,Township,22,Internet Explorer,88,9355.72
Female,France,Township,25,Chrome,99,2090.81
Male,United States,Township,27,Internet Explorer,35,1746.14
Female,France,Candy Crush Saga,28,Safari,27,8749.79
Male,France,Township,30,Internet Explorer,26,5754.94
Male,Israel,Zynga Poker,20,Safari,54,4967.99
Female,United States,Zynga Poker,30,Opera,20,9229.94
Female,France,Zynga Poker,21,Safari,39,6444.88
Female,France,Zynga Poker,18,Internet Explorer,47,5208.29
Female,France,Candy Crush Saga,23,Safari,69,5724.66
Male,Canada,Candy Crush Saga,25,Internet Explorer,62,2713.76
Male,France,Township,23,Chrome,88,6645.77
Male,Canada,Township,25,Safari,32,3995.55
Male,France,Zynga Poker,22,Chrome,2,3491.36
Male,Canada,Township,29,Safari,92,1112.29
Male,France,Township,24,Internet Explorer,60,4023.18
Female,United States,Candy Crush Saga,29,Opera,99,2765.53
Female,France,Zynga Poker,26,Opera,82,3736.49
Female,France,Zynga Poker,21,Internet Explorer,9,3855.15
Male,France,Zynga Poker,23,Safari,66,6867.86
Female,United States,Zynga Poker,24,Internet Explorer,92,392.98
Female,Canada,Township,20,Opera,87,1850.9
Female,Canada,Township,20,Chrome,63,2497.48
Female,United States,Candy Crush Saga,18,Opera,10,397.14
Male,France,Township,30,Internet Explorer,57,2565.92
Female,France,Township,19,Internet Explorer,69,9219.99
Female,France,Township,25,Chrome,89,8555.89
Female,United States,Township,29,Internet Explorer,22,4147.86
Female,Israel,Township,24,Opera,2,5415.65
Male,France,Candy Crush Saga,24,Safari,13,9952.64
Female,France,Township,24,Opera,82,4809.04
Female,United States,Zynga Poker,18,Opera,31,7373.21
Female,France,Township,30,Chrome,76,4849.1
Female,United States,Zynga Poker,26,Internet Explorer,68,3495.76
Female,United States,Candy Crush Saga,21,Internet Explorer,77,7899.05
Male,United States,Township,30,Safari,99,7881.73
Male,France,Candy Crush Saga,21,Opera,36,4292.9
Male,United States,Zynga Poker,19,Opera,64,9440.75
Male,France,Candy Crush Saga,30,Safari,49,6384.4
Female,Israel,Candy Crush Saga,18,Chrome,81,2689.62
Female,France,Township,22,Internet Explorer,11,5490.0
Male,United States,Candy Crush Saga,21,Chrome,94,4836.97
Male,Canada,Zynga Poker,29,Opera,77,1132.73
Female,United States,Township,21,Internet Explorer,78,5407.54
Male,United States,Zynga Poker,18,Chrome,27,9855.74
Male,France,Zynga Poker,29,Internet Explorer,6,632.15
Male,France,Township,24,Safari,70,5955.38
Male,France,Zynga Poker,28,Internet Explorer,48,2445.34
Female,United States,Zynga Poker,21,Safari,80,631.21
Female,United States,Candy Crush Saga,25,Safari,52,1753.57
Male,France,Township,30,Chrome,29,1874.1
Female,France,Zynga Poker,22,Safari,91,9143.08
Male,France,Zynga Poker,27,Internet Explorer,65,3767.4
Male,France,Zynga Poker,21,Internet Explorer,28,6806.3
Female,United States,Township,28,Safari,74,5414.36
Female,France,Candy Crush Saga,29,Safari,69,3761.46
Male,Canada,Zynga Poker,24,Chrome,72,2434.48
Female,Israel,Township,24,Chrome,11,5768.53
Male,Canada,Zynga Poker,21,Chrome,70,5302.7
Female,United States,Township,30,Chrome,83,9310.44
Female,United States,Zynga Poker,20,Safari,90,8603.06
Male,Canada,Candy Crush Saga,24,Safari,91,1531.2
Male,United States,Zynga Poker,26,Safari,80,7978.56
Female,France,Township,19,Safari,67,1698.45
Female,Canada,Township,19,Chrome,25,8178.12
Female,France,Township,28,Chrome,80,4014.59
Female,Canada,Candy Crush Saga,19,Safari,99,518.2
Male,France,Candy Crush Saga,30,Internet Explorer,89,3525.24
Male,France,Zynga Poker,29,Opera,62,5527.03
Male,France,Township,19,Safari,38,5704.14
Male,France,Township,23,Chrome,24,3781.2
Female,United States,Candy Crush Saga,20,Internet Explorer,57,3954.96
Male,France,Township,21,Safari,81,6246.71
Male,France,Zynga Poker,28,Chrome,4,4654.95
Female,France,Zynga Poker,30,Opera,37,6269.51
Male,France,Candy Crush Saga,22,Safari,92,3146.06
Male,United States,Candy Crush Saga,19,Internet Explorer,11,3930.64
Male,United States,Candy Crush Saga,29,Internet Explorer,78,4637.27
Female,Canada,Candy Crush Saga,25,Internet Explorer,71,2162.74
Female,Canada,Candy Crush Saga,28,Chrome,90,6300.17
Male,France,Zynga Poker,28,Safari,41,1613.4
Male,Canada,Candy Crush Saga,21,Opera,51,4585.82
Female,Canada,Zynga Poker,29,Opera,57,8839.36
Male,United States,Candy Crush Saga,30,Chrome,78,2350.21
Female,United States,Candy Crush Saga,27,Internet Explorer,56,4561.54
Male,France,Township,19,Internet Explorer,56,1422.83
Female,Canada,Township,27,Safari,89,9896.25
Male,United States,Candy Crush Saga,28,Opera,7,1784.73
Male,France,Township,24,Opera,8,7762.57
Female,France,Zynga Poker,24,Safari,41,3786.3
Male,France,Township,20,Safari,42,3307.62
Male,France,Township,22,Chrome,79,7794.09
Male,France,Zynga Poker,26,Chrome,47,4944.59
Female,France,Zynga Poker,18,Chrome,57,948.29
Female,France,Zynga Poker,29,Safari,6,4255.31
Female,France,Zynga Poker,29,Opera,72,7799.78
Female,Canada,Zynga Poker,20,Opera,11,4635.39
Male,France,Candy Crush Saga,30,Chrome,76,3739.64
Female,France,Zynga Poker,20,Safari,39,8351.03
Female,Canada,Candy Crush Saga,26,Chrome,60,3287.96
Female,France,Township,22,Opera,28,2431.03
Female,United States,Township,19,Safari,78,6866.04
Male,France,Candy Crush Saga,19,Internet Explorer,46,4137.92
Female,Israel,Candy Crush Saga,18,Internet Explorer,25,1773.03
Male,France,Candy Crush Saga,19,Internet Explorer,34,1353.85
Female,France,Zynga Poker,18,Opera,6,3357.53
Male,France,Township,29,Chrome,27,8084.95
Female,France,Zynga Poker,28,Opera,12,8186.87
Male,United States,Candy Crush Saga,21,Opera,41,5062.03
Female,United States,Township,23,Opera,9,7290.31
Female,France,Zynga Poker,27,Chrome,19,3578.36
Female,France,Township,23,Internet Explorer,86,4208.33
Male,France,Zynga Poker,24,Safari,60,7227.54
Female,France,Candy Crush Saga,19,Opera,19,9706.78
Male,United States,Candy Crush Saga,29,Internet Explorer,67,4160.86
Male,United States,Zynga Poker,23,Opera,3,2454.96
Male,United States,Zynga Poker,27,Opera,89,789.45
Male,United States,Zynga Poker,28,Internet Explorer,20,4429.67
Male,Canada,Candy Crush Saga,30,Opera,14,240.15
Male,United States,Candy Crush Saga,29,Safari,15,2419.98
Female,France,Candy Crush Saga,24,Chrome,87,2844.37
Female,France,Candy Crush Saga,28,Safari,31,7115.1
Male,Canada,Candy Crush Saga,26,Safari,18,239.65
Male,United States,Candy Crush Saga,28,Internet Explorer,78,5089.69
Male,France,Township,18,Safari,15,5991.16
Female,France,Zynga Poker,24,Safari,57,4930.67
Female,France,Candy Crush Saga,27,Opera,19,8932.78
Female,Canada,Township,20,Safari,55,3752.65
Female,United States,Candy Crush Saga,23,Chrome,38,6042.02
Male,France,Zynga Poker,21,Safari,68,4309.84
Male,United States,Candy Crush Saga,20,Safari,1,5919.19
Male,France,Candy Crush Saga,22,Opera,85,2197.22
Female,France,Zynga Poker,24,Internet Explorer,5,4784.51
Female,France,Candy Crush Saga,23,Safari,17,5274.06
Male,Canada,Candy Crush Saga,28,Chrome,49,9780.97
Male,Canada,Zynga Poker,23,Safari,9,9975.42
Male,United States,Candy Crush Saga,22,Internet Explorer,65,9833.29
Female,France,Township,30,Internet Explorer,81,3048.22
Female,France,Candy Crush Saga,30,Safari,50,1338.6
Male,France,Zynga Poker,30,Safari,61,3876.14
Male,United States,Zynga Poker,19,Opera,91,3520.02
Male,France,Candy Crush Saga,26,Opera,43,7054.12
Male,France,Zynga Poker,23,Chrome,49,9877.74
Male,United States,Candy Crush Saga,19,Chrome,19,707.35
Female,France,Township,27,Chrome,6,2990.4
Male,France,Zynga Poker,19,Safari,20,5665.6
Male,France,Candy Crush Saga,28,Internet Explorer,20,7080.5
Female,France,Candy Crush Saga,19,Chrome,26,6558.8
Male,United States,Candy Crush Saga,19,Opera,12,2216.49
Male,France,Candy Crush Saga,23,Opera,91,3877.28
Female,France,Township,19,Internet Explorer,99,1892.42
Female,France,Township,20,Opera,51,5545.29
Female,France,Township,24,Opera,7,1659.64
Female,France,Zynga Poker,29,Internet Explorer,36,242.29
Male,United States,Township,21,Opera,78,6922.18
Female,France,Candy Crush Saga,21,Opera,99,3290.65
Male,United States,Township,26,Safari,73,8387.8
Female,France,Candy Crush Saga,19,Opera,13,1420.33
Male,United States,Township,29,Chrome,55,7183.78
Male,France,Zynga Poker,26,Chrome,20,5261.03
Male,United States,Candy Crush Saga,23,Internet Explorer,53,2854.06
Female,United States,Candy Crush Saga,21,Opera,3,1841.59
Male,United States,Zynga Poker,30,Safari,76,1152.36
Female,United States,Zynga Poker,23,Chrome,43,1654.6
Male,France,Candy Crush Saga,22,Internet Explorer,2,4261.61
Female,France,Township,22,Internet Explorer,54,217.74
Female,France,Candy Crush Saga,22,Chrome,33,870.55
Male,United States,Zynga Poker,22,Safari,68,8742.39
Female,France,Candy Crush Saga,23,Safari,98,1328.82
Female,United States,Township,28,Opera,80,294.01
Male,United States,Township,20,Internet Explorer,57,1513.99
Male,France,Candy Crush Saga,25,Safari,19,9885.94
Female,France,Candy Crush Saga,18,Opera,60,8268.74
Male,France,Zynga Poker,30,Chrome,84,4465.33
Male,United States,Candy Crush Saga,18,Safari,52,7462.67
Female,France,Candy Crush Saga,21,Internet Explorer,66,2541.32
Male,France,Candy Crush Saga,21,Opera,86,511.47
Male,France,Township,20,Chrome,48,1437.1
Female,United States,Candy Crush Saga,25,Chrome,20,9610.15
Female,France,Zynga Poker,21,Internet Explorer,60,5417.22
Female,France,Township,30,Safari,22,8330.78
Female,France,Zynga Poker,29,Safari,6,2192.85
Female,France,Township,25,Internet Explorer,4,4777.51
Male,France,Candy Crush Saga,20,Internet Explorer,45,6956.31
Female,France,Township,19,Internet Explorer,50,5058.78
Female,France,Township,19,Chrome,39,6513.5
Female,France,Candy Crush Saga,25,Chrome,56,6408.9
Female,United States,Township,26,Chrome,43,454.52
Male,United States,Zynga Poker,18,Internet Explorer,37,1549.71
Female,France,Candy Crush Saga,23,Opera,83,1320.45
Male,United States,Township,29,Safari,11,3336.62
Male,United States,Township,25,Chrome,51,5194.88
Male,France,Candy Crush Saga,28,Opera,58,8735.0
Male,France,Candy Crush Saga,19,Opera,79,2085.61
Female,United States,Candy Crush Saga,20,Opera,87,3363.39
Male,United States,Zynga Poker,29,Safari,68,2517.54
Female,France,Zynga Poker,23,Safari,67,422.61
Female,Canada,Candy Crush Saga,24,Internet Explorer,85,6743.38
Female,Canada,Zynga Poker,19,Opera,69,7090.15
Female,Canada,Zynga Poker,24,Safari,81,4273.88
Female,United States,Zynga Poker,18,Chrome,67,5597.67
Female,France,Candy Crush Saga,18,Safari,14,3662.76
Male,United States,Zynga Poker,25,Chrome,70,463.5
Female,Canada,Township,24,Internet Explorer,56,2091.56
Male,France,Zynga Poker,19,Opera,40,4715.36
Female,France,Candy Crush Saga,23,Internet Explorer,22,1926.32
Female,France,Candy Crush Saga,25,Chrome,84,9671.73
Male,United States,Township,28,Safari,10,8991.37
Female,United States,Zynga Poker,18,Internet Explorer,50,7819.41
Male,France,Zynga Poker,28,Safari,4,2984.46
Male,Canada,Township,18,Opera,5,5147.48
Female,France,Township,29,Safari,4,251.12
Female,France,Township,27,Opera,40,560.89
Female,United States,Candy Crush Saga,27,Opera,1,945.51
Female,France,Zynga Poker,29,Safari,13,8601.12
Female,United States,Township,30,Internet Explorer,6,941.03
Male,France,Township,18,Chrome,37,7420.66
Male,United States,Zynga Poker,20,Chrome,25,6378.26
Female,United States,Township,24,Opera,72,7217.41
Female,United States,Township,21,Safari,86,2362.28
Female,France,Candy Crush Saga,18,Chrome,68,680.3
Male,United States,Township,21,Internet Explorer,60,2621.0
Female,United States,Zynga Poker,26,Opera,96,7902.65
Male,Canada,Township,20,Internet Explorer,75,9530.15
Male,France,Candy Crush Saga,30,Internet Explorer,74,802.84
Female,United States,Candy Crush Saga,29,Chrome,78,5580.3
Female,France,Candy Crush Saga,24,Internet Explorer,28,7079.17
Male,France,Township,28,Safari,14,3541.9
Female,France,Candy Crush Saga,26,Chrome,62,4203.93
Male,United States,Township,23,Internet Explorer,94,6841.97
Female,France,Township,30,Safari,41,8861.44
Male,France,Zynga Poker,30,Internet Explorer,1,1945.79
Female,United States,Township,26,Chrome,89,856.08
Male,France,Township,23,Chrome,53,6922.85
Male,Canada,Township,28,Opera,20,1193.18
Female,France,Zynga Poker,27,Safari,17,5522.98
Male,Canada,Zynga Poker,21,Safari,29,4405.81
Female,France,Zynga Poker,30,Opera,31,7491.56
Male,Canada,Township,22,Safari,29,9966.95
Female,Canada,Candy Crush Saga,30,Opera,38,7314.59
Male,France,Candy Crush Saga,28,Opera,100,346.73
Female,France,Zynga Poker,27,Opera,26,8960.48
Male,France,Zynga Poker,28,Internet Explorer,38,1636.6
Male,Canada,Zynga Poker,20,Internet Explorer,97,3236.68
Female,France,Zynga Poker,22,Internet Explorer,93,6164.03
Female,Canada,Township,20,Safari,95,7505.67
Male,United States,Township,23,Opera,42,4608.98
Male,United States,Zynga Poker,26,Opera,7,1912.65
Male,Canada,Township,21,Opera,90,892.46
Male,United States,Township,23,Safari,45,3386.55
Male,France,Township,26,Chrome,9,7549.65
Male,France,Township,23,Opera,47,1002.51
Male,France,Township,23,Chrome,51,3716.32
Female,France,Township,18,Chrome,32,7210.13
Female,France,Candy Crush Saga,21,Safari,54,5841.94
Male,United States,Township,18,Opera,53,6118.54
Male,United States,Zynga Poker,18,Chrome,20,1036.86
Female,Canada,Township,23,Safari,84,4708.08
Female,United States,Candy Crush Saga,23,Internet Explorer,27,1350.02
Male,France,Township,28,Safari,45,750.19
Female,United States,Township,24,Internet Explorer,39,3180.74
Female,United States,Zynga Poker,28,Opera,76,9781.64
Female,Canada,Township,25,Opera,7,5054.47
Male,France,Zynga Poker,23,Internet Explorer,75,7873.24
Male,France,Zynga Poker,21,Safari,12,8633.16
Female,United States,Township,21,Safari,21,2955.86
Male,France,Township,29,Chrome,83,3596.7
Male,France,Candy Crush Saga,22,Chrome,62,6390.99
Male,United States,Township,20,Internet Explorer,14,4059.06
Male,United States,Zynga Poker,27,Safari,16,8523.59
Female,France,Candy Crush Saga,30,Chrome,10,4550.71
Male,United States,Candy Crush Saga,28,Opera,86,7725.33
Female,United States,Township,23,Safari,33,1662.31
Male,France,Candy Crush Saga,20,Chrome,70,5792.08
Female,France,Township,21,Internet Explorer,55,906.03
Male,France,Zynga Poker,21,Chrome,80,4188.89
Male,France,Zynga Poker,21,Internet Explorer,1,6735.19
Male,France,Township,20,Internet Explorer,7,6129.42
Male,France,Township,25,Internet Explorer,62,2772.98
Female,United States,Candy Crush Saga,27,Safari,25,7799.44
Male,United States,Candy Crush Saga,22,Chrome,94,200.74
Male,United States,Township,23,Opera,74,9154.17
Female,France,Candy Crush Saga,28,Internet Explorer,78,2450.89
Male,Israel,Township,18,Safari,81,2643.05
Male,United States,Candy Crush Saga,29,Internet Explorer,68,6970.82
Female,France,Zynga Poker,27,Opera,77,8973.98
Female,France,Zynga Poker,30,Chrome,46,2942.04
Male,Canada,Township,19,Internet Explorer,55,2505.44
Male,France,Candy Crush Saga,25,Chrome,94,7112.1
Female,France,Zynga Poker,20,Chrome,100,3281.66
Male,France,Candy Crush Saga,24,Safari,22,104.15
Female,United States,Township,24,Internet Explorer,38,9599.23
Female,France,Candy Crush Saga,25,Chrome,80,6932.16
Male,United States,Candy Crush Saga,19,Opera,95,6962.91
Female,France,Township,27,Opera,18,7761.99
Male,Canada,Zynga Poker,21,Opera,33,4675.87
Female,United States,Candy Crush Saga,18,Chrome,42,2474.55
Female,United States,Zynga Poker,23,Chrome,98,1309.06
Male,France,Zynga Poker,22,Chrome,64,4169.76
Female,United States,Zynga Poker,22,Opera,53,3346.07
Male,Canada,Candy Crush Saga,27,Internet Explorer,72,460.63
Female,France,Zynga Poker,28,Internet Explorer,46,1831.55
Female,Israel,Zynga Poker,24,Safari,96,8646.51
Male,France,Zynga Poker,25,Chrome,86,7247.85
Female,France,Zynga Poker,21,Chrome,40,9459.05
Male,United States,Zynga Poker,28,Internet Explorer,35,7250.7
Female,France,Township,25,Chrome,63,1676.89
Female,United States,Candy Crush Saga,19,Safari,46,1040.76
Male,Canada,Zynga Poker,19,Safari,7,906.0
Male,Canada,Zynga Poker,29,Internet Explorer,8,8854.26
Female,United States,Township,22,Opera,69,4298.03
Male,France,Zynga Poker,20,Safari,73,5230.77
Male,France,Zynga Poker,24,Internet Explorer,13,1361.35
Female,France,Township,18,Opera,58,6324.44
Female,United States,Township,24,Opera,47,3454.86
Female,United States,Township,19,Internet Explorer,85,5769.19
Male,United States,Township,22,Internet Explorer,19,2724.48
Male,France,Zynga Poker,24,Opera,51,1166.01
Male,United States,Zynga Poker,22,Chrome,63,394.3
Female,France,Candy Crush Saga,24,Chrome,99,2139.31
Male,France,Township,22,Internet Explorer,21,897.9
Male,Israel,Candy Crush Saga,28,Internet Explorer,41,1990.58
Female,Canada,Candy Crush Saga,25,Chrome,7,5522.63
Male,United States,Township,26,Internet Explorer,80,9602.36
Female,United States,Candy Crush Saga,25,Internet Explorer,83,5494.87
Male,Canada,Township,21,Opera,28,2313.22
Female,France,Candy Crush Saga,20,Chrome,10,1333.65
Male,France,Township,28,Safari,43,2654.58
Male,United States,Zynga Poker,21,Internet Explorer,90,4993.73
Female,France,Zynga Poker,28,Safari,78,3688.16
Male,United States,Candy Crush Saga,19,Internet Explorer,42,3421.38
Male,Israel,Candy Crush Saga,20,Internet Explorer,24,671.41
Male,United States,Township,18,Chrome,36,6584.58
Female,France,Township,30,Safari,84,3615.56
Female,United States,Zynga Poker,29,Chrome,77,4215.51
Female,Canada,Zynga Poker,21,Opera,90,5718.7
Male,United States,Township,22,Safari,78,156.47
Female,France,Township,21,Opera,92,6608.73
Male,Israel,Candy Crush Saga,24,Internet Explorer,45,251.43
Female,France,Candy Crush Saga,20,Chrome,29,540.75
Female,France,Zynga Poker,24,Internet Explorer,75,3668.02
Female,Canada,Candy Crush Saga,22,Internet Explorer,60,9001.37
Male,Canada,Township,19,Opera,86,455.66
Male,United States,Zynga Poker,29,Chrome,51,3112.24
Female,France,Zynga Poker,30,Chrome,20,4306.95
Female,France,Zynga Poker,28,Opera,89,9600.84
Male,United States,Candy Crush Saga,26,Internet Explorer,93,1805.94
Male,Canada,Township,18,Internet Explorer,60,2148.88
Female,France,Candy Crush Saga,19,Chrome,40,7913.03
Female,France,Zynga Poker,20,Internet Explorer,4,657.89
Male,France,Zynga Poker,30,Opera,11,4244.76
Female,United States,Candy Crush Saga,21,Safari,91,4864.6
Female,Canada,Zynga Poker,29,Chrome,14,3752.83
Male,France,Zynga Poker,20,Chrome,73,5897.22
Male,France,Candy Crush Saga,28,Safari,55,1583.58
Male,United States,Zynga Poker,30,Internet Explorer,91,754.47
Female,France,Zynga Poker,27,Safari,31,9060.8
Female,France,Township,20,Safari,15,1995.21
Female,United States,Township,19,Internet Explorer,60,9619.11
Female,Canada,Township,22,Internet Explorer,26,9413.25
Male,United States,Zynga Poker,19,Internet Explorer,66,8487.45
Female,France,Township,19,Chrome,82,6040.41
Female,Canada,Township,24,Safari,70,383.64
Male,United States,Zynga Poker,27,Internet Explorer,70,5424.01
Male,United States,Zynga Poker,26,Opera,45,112.03
Female,France,Zynga Poker,19,Chrome,41,5280.77
Male,United States,Zynga Poker,20,Chrome,87,8444.33
Female,France,Zynga Poker,30,Internet Explorer,62,1371.14
Female,United States,Zynga Poker,30,Internet Explorer,18,5785.02
Male,France,Township,18,Opera,63,3746.16
Male,Canada,Candy Crush Saga,25,Opera,33,6238.02
Male,Canada,Zynga Poker,30,Internet Explorer,90,6829.39
Female,United States,Candy Crush Saga,21,Opera,69,3442.01
Male,United States,Zynga Poker,22,Opera,16,2249.13
Male,United States,Township,26,Internet Explorer,59,6461.27
Female,United States,Township,24,Safari,5,1253.69
Female,Canada,Township,21,Opera,37,9211.13
Male,United States,Township,26,Internet Explorer,67,6024.43
Female,France,Zynga Poker,23,Safari,100,3260.02
Male,United States,Zynga Poker,18,Opera,32,2187.46
Male,France,Township,24,Safari,3,2545.92
Male,United States,Township,25,Chrome,56,1774.69
Male,Canada,Township,24,Internet Explorer,38,9484.65
Male,Canada,Zynga Poker,18,Chrome,32,7981.24
Female,United States,Candy Crush Saga,30,Opera,19,472.1
Male,United States,Zynga Poker,30,Opera,86,8210.4
Male,France,Candy Crush Saga,24,Chrome,90,4819.65
Male,France,Candy Crush Saga,26,Safari,16,581.09
Female,France,Zynga Poker,27,Opera,62,8069.2
Male,United States,Zynga Poker,23,Safari,100,4679.08
Male,Canada,Candy Crush Saga,22,Opera,71,8557.73
Female,Canada,Candy Crush Saga,18,Safari,81,2121.43
Female,France,Township,27,Internet Explorer,100,4848.81
Male,United States,Candy Crush Saga,23,Safari,13,3050.45
Male,United States,Zynga Poker,24,Safari,25,2677.36
Male,France,Township,28,Chrome,5,6716.78
Female,France,Zynga Poker,21,Chrome,81,5520.74
Female,United States,Candy Crush Saga,18,Internet Explorer,31,7929.83
Female,Canada,Zynga Poker,28,Opera,36,9120.62
Male,Canada,Candy Crush Saga,19,Opera,68,6326.71
Female,France,Candy Crush Saga,21,Internet Explorer,36,622.45
Male,Canada,Zynga Poker,19,Opera,76,9557.95
Female,France,Township,22,Internet Explorer,2,3157.02
Female,France,Zynga Poker,26,Safari,29,2797.52
Male,France,Zynga Poker,27,Safari,79,9188.31
Male,France,Zynga Poker,22,Opera,98,7111.19
Female,Canada,Zynga Poker,23,Opera,78,4879.84
Male,France,Zynga Poker,22,Safari,16,5592.66
Female,United States,Zynga Poker,22,Safari,83,8318.57
Male,United States,Candy Crush Saga,23,Internet Explorer,49,7272.59
Male,United States,Zynga Poker,18,Opera,62,5902.75
Female,Canada,Township,18,Opera,80,4831.66
Female,United States,Township,28,Safari,32,3690.05
Male,United States,Candy Crush Saga,27,Opera,82,2440.94
Male,Israel,Zynga Poker,29,Internet Explorer,41,8815.92
Male,Canada,Township,24,Safari,12,3499.88
Male,Canada,Zynga Poker,21,Opera,41,9871.75
Male,France,Township,25,Internet Explorer,70,250.15
Male,Israel,Zynga Poker,23,Opera,99,7093.56
Male,United States,Township,26,Chrome,19,6823.91
Male,France,Candy Crush Saga,30,Chrome,6,2033.94
Male,France,Candy Crush Saga,20,Internet Explorer,55,739.25
Female,France,Zynga Poker,27,Chrome,48,633.1
Male,France,Township,28,Opera,40,3704.24
Male,France,Zynga Poker,19,Internet Explorer,6,6156.54
Male,Canada,Candy Crush Saga,23,Internet Explorer,60,6926.44
Female,France,Township,25,Internet Explorer,16,1117.93
Male,France,Candy Crush Saga,18,Chrome,5,8517.31
Male,France,Zynga Poker,29,Safari,42,9760.75
Female,United States,Candy Crush Saga,23,Internet Explorer,85,655.42
Female,United States,Candy Crush Saga,27,Safari,44,9051.3
Male,United States,Township,19,Safari,85,9473.85
Male,United States,Candy Crush Saga,26,Internet Explorer,97,1989.37
Male,Canada,Zynga Poker,27,Internet Explorer,22,2218.38
Female,United States,Zynga Poker,30,Internet Explorer,39,5562.2
Female,France,Candy Crush Saga,22,Opera,18,1103.07
Female,France,Candy Crush Saga,25,Opera,94,4173.34
Female,United States,Township,27,Chrome,96,3293.42
Male,United States,Zynga Poker,21,Internet Explorer,88,604.91
